id,Viti,Kategoria_Ekonomike,Drejtoria,Shuma,tremujori
371,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,9924,3
372,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,30547,4
373,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,32909,4
374,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,82551,2
375,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),171,1
376,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,25892,2
377,2016,132 - Shpenzimet Komunale,Kultura,6460,4
378,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),60843,4
379,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,61435,4
380,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),80489,4
381,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,70979,4
382,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,1111,4
383,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),23434,2
384,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),13733,2
385,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,538,1
386,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,64003,3
387,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,70786,2
388,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,857,2
389,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,19645,2
390,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,6079,4
391,2016,30 - Shpenzimet Kapitale,Kultura,62928,3
392,2016,11 - Paga dhe Mëditje,Kultura,83252,3
393,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,49615,3
394,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,75258,3
395,2016,132 - Shpenzimet Komunale,Kultura,43654,4
396,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,14712,4
397,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,58474,4
398,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,78540,4
399,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,47172,1
400,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,26977,2
401,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,63629,3
402,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,58589,3
403,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,33092,3
404,2016,20 - Subvencione dhe Transfere,Kultura,34034,1
405,2016,30 - Shpenzimet Kapitale,Kultura,47437,2
406,2016,132 - Shpenzimet Komunale,Kultura,21566,4
407,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,42191,1
408,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,71270,1
409,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,88068,4
410,2016,132 - Shpenzimet Komunale,Kultura,59071,4
411,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,10329,2
412,2016,20 - Subvencione dhe Transfere,Kultura,85642,2
413,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,79348,3
414,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,37976,1
415,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,33696,3
416,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,36964,4
417,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),43114,2
418,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,15706,2
419,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,61482,3
420,2016,30 - Shpenzimet Kapitale,Kultura,11955,4
421,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),15074,2
422,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,57814,1
423,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),70697,1
424,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,71628,3
425,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,3440,3
426,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,32194,3
427,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,86150,1
428,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,47296,3
429,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,11636,4
430,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,72556,2
431,2016,20 - Subvencione dhe Transfere,Kultura,58912,2
432,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,26346,4
433,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,32898,1
434,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,7877,1
435,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,21430,1
436,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),61048,1
437,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),15417,1
438,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,61449,3
439,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,65882,4
440,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,862,4
441,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,82187,1
442,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,75445,4
443,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,39285,1
444,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,86752,1
445,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,10846,1
446,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,44536,1
447,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),64978,4
448,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,71233,4
449,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,75885,4
450,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),40294,3
451,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,50828,1
452,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,70458,2
453,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,62786,3
454,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,87835,1
455,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,83996,2
456,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,31279,3
457,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,10202,4
458,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,78434,2
459,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,32913,2
460,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,12743,4
461,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,48332,4
462,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,47978,1
463,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,42839,3
464,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,79088,1
465,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,19099,4
466,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,36097,1
467,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,38123,1
468,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,29390,4
469,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,32995,4
470,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,50767,3
471,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,74897,2
472,2016,20 - Subvencione dhe Transfere,Kultura,31825,4
473,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,4867,3
474,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,6535,2
475,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,68931,3
476,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,89277,2
477,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,52841,4
478,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,81143,1
479,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,4394,2
480,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,73608,1
481,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,82104,1
482,2016,132 - Shpenzimet Komunale,Kultura,60933,3
483,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,34121,4
484,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,11933,4
485,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,50378,2
486,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,19418,1
487,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,64164,4
488,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,25088,3
489,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,51153,4
490,2016,20 - Subvencione dhe Transfere,Kultura,32146,2
491,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,12374,1
492,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,2131,1
493,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,41924,1
494,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,4164,2
495,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),45382,1
496,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,54814,1
497,2016,132 - Shpenzimet Komunale,Kultura,41414,4
498,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,37143,2
499,2016,30 - Shpenzimet Kapitale,Kultura,79486,1
500,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,78264,2
501,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,13728,2
502,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,1427,3
503,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,63243,2
504,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,45532,1
505,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,58618,1
506,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),79771,2
507,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,43326,1
508,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),76,1
509,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,64673,3
510,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,79394,4
511,2016,132 - Shpenzimet Komunale,Kultura,88921,2
512,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,7215,4
513,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),76214,4
514,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,62454,4
515,2016,20 - Subvencione dhe Transfere,Kultura,23732,2
516,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,80000,2
517,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,31555,3
518,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,84748,3
519,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,57384,4
520,2016,20 - Subvencione dhe Transfere,Kultura,20528,2
521,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,83970,3
522,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,7177,3
523,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,17328,4
524,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,74424,1
525,2016,30 - Shpenzimet Kapitale,Kultura,29387,1
526,2016,132 - Shpenzimet Komunale,Kultura,64454,1
527,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,40151,3
528,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,85074,4
529,2016,132 - Shpenzimet Komunale,Kultura,28209,4
530,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,63867,4
531,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,73467,4
532,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,68755,2
533,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,58768,4
534,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,25983,1
535,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,16339,1
536,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,50352,3
537,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,38997,4
538,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,72661,1
539,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,79736,4
540,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,85553,2
541,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,7682,3
542,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,56634,2
543,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),20737,2
544,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,30980,3
545,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,77949,1
546,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),86140,1
547,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,63202,3
548,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,73468,1
549,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,42648,3
550,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,3830,2
551,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,49407,1
552,2016,20 - Subvencione dhe Transfere,Kultura,30268,1
553,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,66984,2
554,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),61906,3
555,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,29962,3
556,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,28307,2
557,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,47048,4
558,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,56342,1
559,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,58503,4
560,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,8780,2
561,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,30703,1
562,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,9233,2
563,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,73375,1
564,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),55269,2
565,2016,20 - Subvencione dhe Transfere,Kultura,10856,1
566,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,72717,4
567,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,31654,4
568,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,30685,3
569,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,52001,4
570,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,17859,2
571,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,37017,3
572,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,33659,3
573,2016,30 - Shpenzimet Kapitale,Kultura,48715,3
574,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,23013,1
575,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,72739,2
576,2016,20 - Subvencione dhe Transfere,Kultura,59158,3
577,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),33616,2
578,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,36430,1
579,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,68570,1
580,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,18584,2
581,2016,30 - Shpenzimet Kapitale,Kultura,74273,1
582,2016,30 - Shpenzimet Kapitale,Kultura,75963,1
583,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,31785,2
584,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,20013,3
585,2016,11 - Paga dhe Mëditje,Kultura,1024,4
586,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,11432,1
587,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,36039,2
588,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,47790,2
589,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,525,3
590,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,83723,4
591,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,82828,1
592,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,83945,4
593,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),29057,1
594,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,52208,1
595,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,58490,3
596,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,462,2
597,2016,132 - Shpenzimet Komunale,Kultura,1723,3
598,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,39748,2
599,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,17,4
600,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,7864,1
601,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,18531,1
602,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,54333,4
603,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,12646,3
604,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),77984,4
605,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,54460,3
606,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,54770,2
607,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,24673,4
608,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,23644,3
609,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,34876,4
610,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,33439,3
611,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,19105,1
612,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,60429,1
613,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,69063,2
614,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),50488,1
615,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),6845,3
616,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,79186,3
617,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),51265,3
618,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,23041,1
619,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,88517,2
620,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,23196,2
621,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,38157,2
622,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),32745,2
623,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,16823,2
624,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,47787,1
625,2016,20 - Subvencione dhe Transfere,Kultura,79784,4
626,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,49793,2
627,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,3080,1
628,2016,20 - Subvencione dhe Transfere,Kultura,89548,4
629,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,36374,1
630,2016,20 - Subvencione dhe Transfere,Kultura,23613,1
631,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,20246,4
632,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),39012,4
633,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,6030,1
634,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,80611,1
635,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,36555,3
636,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,60914,3
637,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,85139,3
638,2016,11 - Paga dhe Mëditje,Kultura,56327,1
639,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,31387,2
640,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,6465,4
641,2016,132 - Shpenzimet Komunale,Kultura,88836,2
642,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,107,4
643,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,56453,3
644,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,36080,3
645,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,7067,4
646,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,79613,3
647,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),65028,3
648,2016,20 - Subvencione dhe Transfere,Kultura,1048,1
649,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,73603,1
650,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,20656,4
651,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,82157,3
652,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,66993,3
653,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,62381,3
654,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,12510,2
655,2016,132 - Shpenzimet Komunale,Kultura,33636,4
656,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,83431,1
657,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),38106,4
658,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,61231,2
659,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,72983,2
660,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),7795,2
661,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,19347,1
662,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,5109,3
663,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,65342,2
664,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,88038,1
665,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,77668,3
666,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,84070,3
667,2016,11 - Paga dhe Mëditje,Kultura,53842,4
668,2016,11 - Paga dhe Mëditje,Kultura,17704,1
669,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,74223,3
670,2016,132 - Shpenzimet Komunale,Kultura,14919,1
671,2016,11 - Paga dhe Mëditje,Kultura,62266,3
672,2016,30 - Shpenzimet Kapitale,Kultura,53352,4
673,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,85445,2
674,2016,11 - Paga dhe Mëditje,Kultura,3284,4
675,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,3405,3
676,2016,132 - Shpenzimet Komunale,Kultura,8726,3
677,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,1386,1
